fitness,type,enemy,gen,algo
32.10009047039416,mean_fitness,1,14,neat
57.752975927839515,max_fitness,1,15,neat
23.36056246526808,mean_fitness,1,15,neat
3.727000441436253,max_fitness,1,1,neat
-4.196226721086984,mean_fitness,1,1,neat
3.752975927839514,max_fitness,1,2,neat
-2.500369019081079,mean_fitness,1,2,neat
12.302906513494595,max_fitness,1,3,neat
-0.1185695244234004,mean_fitness,1,3,neat
57.73214184093667,max_fitness,1,4,neat
5.3836568549248796,mean_fitness,1,4,neat
57.73214184093667,max_fitness,1,5,neat
11.713054970387082,mean_fitness,1,5,neat
57.73214184093667,max_fitness,1,6,neat
20.616263090035343,mean_fitness,1,6,neat
66.22234767677735,max_fitness,1,7,neat
17.297234439009625,mean_fitness,1,7,neat
66.22234767677735,max_fitness,1,8,neat
23.33765507677922,mean_fitness,1,8,neat
66.22234767677735,max_fitness,1,9,neat
24.727919256968995,mean_fitness,1,9,neat
66.29621752534379,max_fitness,1,10,neat
27.930052988851436,mean_fitness,1,10,neat
66.29621752534379,max_fitness,1,11,neat
36.435237564572084,mean_fitness,1,11,neat
66.60183729848225,max_fitness,1,12,neat
33.90239311387727,mean_fitness,1,12,neat
66.60183729848225,max_fitness,1,13,neat
27.734225851936902,mean_fitness,1,13,neat
66.60183729848225,max_fitness,1,14,neat
33.07963576605903,mean_fitness,1,14,neat
75.22544845445559,max_fitness,1,15,neat
32.957183296308045,mean_fitness,1,15,neat
57.73214184093667,max_fitness,1,1,neat
0.9217732934323578,mean_fitness,1,1,neat
66.60183729848225,max_fitness,1,2,neat
8.457496876524285,mean_fitness,1,2,neat
66.60183729848225,max_fitness,1,3,neat
21.440485152326534,mean_fitness,1,3,neat
66.60183729848225,max_fitness,1,4,neat
18.69765873834484,mean_fitness,1,4,neat
66.60183729848225,max_fitness,1,5,neat
12.017241826143005,mean_fitness,1,5,neat
75.16518926293739,max_fitness,1,6,neat
15.978455960327773,mean_fitness,1,6,neat
75.16518926293739,max_fitness,1,7,neat
19.048523491514562,mean_fitness,1,7,neat
75.16518926293739,max_fitness,1,8,neat
26.64574312111073,mean_fitness,1,8,neat
75.16518926293739,max_fitness,1,9,neat
19.12664573154907,mean_fitness,1,9,neat
75.16518926293739,max_fitness,1,10,neat
26.230969684783645,mean_fitness,1,10,neat
75.16518926293739,max_fitness,1,11,neat
25.32449547227572,mean_fitness,1,11,neat
75.16518926293739,max_fitness,1,12,neat
33.446221787660065,mean_fitness,1,12,neat
75.16518926293739,max_fitness,1,13,neat
31.701455068715866,mean_fitness,1,13,neat
75.16518926293739,max_fitness,1,14,neat
22.849607740416747,mean_fitness,1,14,neat
75.16518926293739,max_fitness,1,15,neat
30.42846705189057,mean_fitness,1,15,neat
48.22544845445559,max_fitness,1,1,neat
-1.4991165787916998,mean_fitness,1,1,neat
57.16226955283406,max_fitness,1,2,neat
4.930349444239193,mean_fitness,1,2,neat
57.16226955283406,max_fitness,1,3,neat
12.116055488735917,mean_fitness,1,3,neat
57.16226955283406,max_fitness,1,4,neat
15.048427147067633,mean_fitness,1,4,neat
57.16226955283406,max_fitness,1,5,neat
16.46750879161263,mean_fitness,1,5,neat
66.16226955283406,max_fitness,1,6,neat
22.23889062056215,mean_fitness,1,6,neat
75.25379680945984,max_fitness,1,7,neat
20.960056515003664,mean_fitness,1,7,neat
75.25379680945984,max_fitness,1,8,neat
21.81143573649538,mean_fitness,1,8,neat
75.25379680945984,max_fitness,1,9,neat
13.854086677483622,mean_fitness,1,9,neat
75.25379680945984,max_fitness,1,10,neat
20.20263702745464,mean_fitness,1,10,neat
75.25379680945984,max_fitness,1,11,neat
21.460998044158618,mean_fitness,1,11,neat
75.25379680945984,max_fitness,1,12,neat
30.08457449832349,mean_fitness,1,12,neat
75.25379680945984,max_fitness,1,13,neat
32.680890772936976,mean_fitness,1,13,neat
75.25379680945984,max_fitness,1,14,neat
31.799408909805845,mean_fitness,1,14,neat
75.25379680945984,max_fitness,1,15,neat
23.868603004049042,mean_fitness,1,15,neat
30.210039829102747,max_fitness,1,1,neat
-0.9159404444839332,mean_fitness,1,1,neat
57.26665872310225,max_fitness,1,2,neat
3.4748927488952845,mean_fitness,1,2,neat
57.73214184093667,max_fitness,1,3,neat
21.030679770655222,mean_fitness,1,3,neat
57.73214184093667,max_fitness,1,4,neat
27.751829889475403,mean_fitness,1,4,neat
57.73214184093667,max_fitness,1,5,neat
33.65194972825647,mean_fitness,1,5,neat
75.60183729848225,max_fitness,1,6,neat
23.332438459235014,mean_fitness,1,6,neat
75.60183729848225,max_fitness,1,7,neat
30.90204045727096,mean_fitness,1,7,neat
75.60183729848225,max_fitness,1,8,neat
39.92340997764035,mean_fitness,1,8,neat
75.60183729848225,max_fitness,1,9,neat
26.433334287436065,mean_fitness,1,9,neat
75.60183729848225,max_fitness,1,10,neat
21.499794941816287,mean_fitness,1,10,neat
75.60183729848225,max_fitness,1,11,neat
32.24187310382249,mean_fitness,1,11,neat
75.60183729848225,max_fitness,1,12,neat
36.44312903185036,mean_fitness,1,12,neat
75.60183729848225,max_fitness,1,13,neat
29.649048406146285,mean_fitness,1,13,neat
75.60183729848225,max_fitness,1,14,neat
26.01640378856605,mean_fitness,1,14,neat
75.60183729848225,max_fitness,1,15,neat
27.412897670041133,mean_fitness,1,15,neat
57.16226955283406,max_fitness,1,1,neat
2.2462615814046214,mean_fitness,1,1,neat
57.601837298482245,max_fitness,1,2,neat
14.221993171085952,mean_fitness,1,2,neat
57.73214184093667,max_fitness,1,3,neat
26.16848087356244,mean_fitness,1,3,neat
57.73214184093667,max_fitness,1,4,neat
22.015365520797285,mean_fitness,1,4,neat
57.73214184093667,max_fitness,1,5,neat
22.499542267025696,mean_fitness,1,5,neat
57.752975927839515,max_fitness,1,6,neat
18.04979146501785,mean_fitness,1,6,neat
57.752975927839515,max_fitness,1,7,neat
14.801131021802144,mean_fitness,1,7,neat
57.752975927839515,max_fitness,1,8,neat
17.382538848700847,mean_fitness,1,8,neat
57.752975927839515,max_fitness,1,9,neat
14.397350835623001,mean_fitness,1,9,neat
57.752975927839515,max_fitness,1,10,neat
20.30786466183532,mean_fitness,1,10,neat
57.752975927839515,max_fitness,1,11,neat
23.48726176945767,mean_fitness,1,11,neat
57.752975927839515,max_fitness,1,12,neat
18.02914729918453,mean_fitness,1,12,neat
57.752975927839515,max_fitness,1,13,neat
20.8953390948014,mean_fitness,1,13,neat
57.752975927839515,max_fitness,1,14,neat
18.395361737560926,mean_fitness,1,14,neat
57.752975927839515,max_fitness,1,15,neat
21.513283592778457,mean_fitness,1,15,neat
91.72700044143625,max_fitness,2,1,neat
9.345262554758891,mean_fitness,2,1,neat
91.77237888630937,max_fitness,2,2,neat
40.604122595979895,mean_fitness,2,2,neat
91.77237888630937,max_fitness,2,3,neat
35.607904081939076,mean_fitness,2,3,neat
92.33357331188756,max_fitness,2,4,neat
39.50875210721132,mean_fitness,2,4,neat
92.85289246928254,max_fitness,2,5,neat
55.186423444747525,mean_fitness,2,5,neat
92.85289246928254,max_fitness,2,6,neat
46.21858026400654,mean_fitness,2,6,neat
92.85289246928254,max_fitness,2,7,neat
46.298915120668276,mean_fitness,2,7,neat
92.85289246928254,max_fitness,2,8,neat
48.42367308601119,mean_fitness,2,8,neat
92.85289246928254,max_fitness,2,9,neat
63.128976058596194,mean_fitness,2,9,neat
92.85289246928254,max_fitness,2,10,neat
52.98631996166231,mean_fitness,2,10,neat
92.85289246928254,max_fitness,2,11,neat
49.58560381788416,mean_fitness,2,11,neat
92.85289246928254,max_fitness,2,12,neat
60.79285087679768,mean_fitness,2,12,neat
92.85289246928254,max_fitness,2,13,neat
67.2035808950968,mean_fitness,2,13,neat
92.85289246928254,max_fitness,2,14,neat
60.7414336039422,mean_fitness,2,14,neat
92.85289246928254,max_fitness,2,15,neat
60.1617484849971,mean_fitness,2,15,neat
30.09463815194543,max_fitness,2,1,neat
-1.2777376591537624,mean_fitness,2,1,neat
47.45034925776619,max_fitness,2,2,neat
5.853117221886046,mean_fitness,2,2,neat
87.72700044143625,max_fitness,2,3,neat
17.921333234856405,mean_fitness,2,3,neat
91.19605369405454,max_fitness,2,4,neat
30.68726586854907,mean_fitness,2,4,neat
92.57611947915372,max_fitness,2,5,neat
36.10271704400291,mean_fitness,2,5,neat
92.57611947915372,max_fitness,2,6,neat
33.21336730535323,mean_fitness,2,6,neat
92.57611947915372,max_fitness,2,7,neat
40.26982025205453,mean_fitness,2,7,neat
92.57611947915372,max_fitness,2,8,neat
53.910193406848485,mean_fitness,2,8,neat
92.57611947915372,max_fitness,2,9,neat
53.50788697098041,mean_fitness,2,9,neat
92.57611947915372,max_fitness,2,10,neat
50.54340563408094,mean_fitness,2,10,neat
92.57611947915372,max_fitness,2,11,neat
52.15681927293024,mean_fitness,2,11,neat
92.57611947915372,max_fitness,2,12,neat
59.517182882342446,mean_fitness,2,12,neat
92.57611947915372,max_fitness,2,13,neat
72.76624326026234,mean_fitness,2,13,neat
92.57611947915372,max_fitness,2,14,neat
68.38226704044466,mean_fitness,2,14,neat
92.57611947915372,max_fitness,2,15,neat
71.33021002874753,mean_fitness,2,15,neat
86.72188534076949,max_fitness,2,1,neat
9.249507716495874,mean_fitness,2,1,neat
88.81821644970792,max_fitness,2,2,neat
30.000035846758927,mean_fitness,2,2,neat
92.51240366476762,max_fitness,2,3,neat
31.928574602738728,mean_fitness,2,3,neat
92.51240366476762,max_fitness,2,4,neat
49.692661673389,mean_fitness,2,4,neat
92.51240366476762,max_fitness,2,5,neat
45.12385823676028,mean_fitness,2,5,neat
92.52482618476617,max_fitness,2,6,neat
51.089891290802456,mean_fitness,2,6,neat
92.58272016318507,max_fitness,2,7,neat
40.32396084592029,mean_fitness,2,7,neat
92.71859563501553,max_fitness,2,8,neat
41.07408716166658,mean_fitness,2,8,neat
92.71859563501553,max_fitness,2,9,neat
40.730857948648165,mean_fitness,2,9,neat
92.77611947915372,max_fitness,2,10,neat
60.22159973598337,mean_fitness,2,10,neat
92.77611947915372,max_fitness,2,11,neat
66.82146399422126,mean_fitness,2,11,neat
92.77611947915372,max_fitness,2,12,neat
52.057767193680846,mean_fitness,2,12,neat
92.77611947915372,max_fitness,2,13,neat
65.55071118518592,mean_fitness,2,13,neat
92.77611947915372,max_fitness,2,14,neat
65.66673508531996,mean_fitness,2,14,neat
92.77611947915372,max_fitness,2,15,neat
66.59844721382709,mean_fitness,2,15,neat
88.42385026742616,max_fitness,2,1,neat
8.421282485281363,mean_fitness,2,1,neat
91.77237888630937,max_fitness,2,2,neat
35.03745040705509,mean_fitness,2,2,neat
91.77237888630937,max_fitness,2,3,neat
30.4164455110774,mean_fitness,2,3,neat
91.77237888630937,max_fitness,2,4,neat
40.05762957374245,mean_fitness,2,4,neat
91.77237888630937,max_fitness,2,5,neat
36.70213811514949,mean_fitness,2,5,neat
91.92700044143626,max_fitness,2,6,neat
34.75310135148121,mean_fitness,2,6,neat
91.92700044143626,max_fitness,2,7,neat
41.151327886729035,mean_fitness,2,7,neat
91.93703951986404,max_fitness,2,8,neat
42.176071121350226,mean_fitness,2,8,neat
91.93703951986404,max_fitness,2,9,neat
41.52861293029342,mean_fitness,2,9,neat
91.93703951986404,max_fitness,2,10,neat
60.01420239940497,mean_fitness,2,10,neat
92.20901301948913,max_fitness,2,11,neat
50.94516120773896,mean_fitness,2,11,neat
92.32700044143624,max_fitness,2,12,neat
44.71934182935336,mean_fitness,2,12,neat
92.32700044143624,max_fitness,2,13,neat
51.07676202787433,mean_fitness,2,13,neat
93.72700044143625,max_fitness,2,14,neat
51.247369282188075,mean_fitness,2,14,neat
93.72700044143625,max_fitness,2,15,neat
52.41589700783052,mean_fitness,2,15,neat
75.33357331188756,max_fitness,2,1,neat
2.7225982453621023,mean_fitness,2,1,neat
87.72700044143625,max_fitness,2,2,neat
6.437163864367157,mean_fitness,2,2,neat
89.73740496697303,max_fitness,2,3,neat
28.446266142867138,mean_fitness,2,3,neat
89.93740496697303,max_fitness,2,4,neat
21.883177812096783,mean_fitness,2,4,neat
89.93740496697303,max_fitness,2,5,neat
35.93407558088733,mean_fitness,2,5,neat
89.93740496697303,max_fitness,2,6,neat
33.96203828690988,mean_fitness,2,6,neat
89.93740496697303,max_fitness,2,7,neat
37.65882526942257,mean_fitness,2,7,neat
89.93740496697303,max_fitness,2,8,neat
25.376682316667974,mean_fitness,2,8,neat
89.93740496697303,max_fitness,2,9,neat
37.068381489442366,mean_fitness,2,9,neat
89.93740496697303,max_fitness,2,10,neat
39.71167859877196,mean_fitness,2,10,neat
89.93740496697303,max_fitness,2,11,neat
44.41709708413789,mean_fitness,2,11,neat
90.79605369405454,max_fitness,2,12,neat
53.22620882328883,mean_fitness,2,12,neat
90.79605369405454,max_fitness,2,13,neat
44.396047432101255,mean_fitness,2,13,neat
91.19605369405454,max_fitness,2,14,neat
52.30299167223577,mean_fitness,2,14,neat
92.58272016318507,max_fitness,2,15,neat
55.42783584223847,mean_fitness,2,15,neat
87.72700044143625,max_fitness,2,1,neat
8.33866341417719,mean_fitness,2,1,neat
91.77237888630937,max_fitness,2,2,neat
49.852396404899544,mean_fitness,2,2,neat
92.51240366476762,max_fitness,2,3,neat
46.36043129991775,mean_fitness,2,3,neat
92.51240366476762,max_fitness,2,4,neat
28.638978525235245,mean_fitness,2,4,neat
92.51240366476762,max_fitness,2,5,neat
49.70664302128855,mean_fitness,2,5,neat
92.51240366476762,max_fitness,2,6,neat
58.81290081940582,mean_fitness,2,6,neat
92.58272016318507,max_fitness,2,7,neat
54.16969897246241,mean_fitness,2,7,neat
92.58272016318507,max_fitness,2,8,neat
48.95136250643644,mean_fitness,2,8,neat
92.58272016318507,max_fitness,2,9,neat
41.24740282773642,mean_fitness,2,9,neat
92.58272016318507,max_fitness,2,10,neat
55.758144835009965,mean_fitness,2,10,neat
92.58272016318507,max_fitness,2,11,neat
45.11698802900065,mean_fitness,2,11,neat
93.0354795926773,max_fitness,2,12,neat
58.50351205100058,mean_fitness,2,12,neat
93.0354795926773,max_fitness,2,13,neat
59.61710199887022,mean_fitness,2,13,neat
93.0354795926773,max_fitness,2,14,neat
50.8740002630549,mean_fitness,2,14,neat
93.0354795926773,max_fitness,2,15,neat
58.43229191409742,mean_fitness,2,15,neat
90.17611947915373,max_fitness,2,1,neat
8.733106867027567,mean_fitness,2,1,neat
91.77237888630937,max_fitness,2,2,neat
34.126962777345376,mean_fitness,2,2,neat
91.77237888630937,max_fitness,2,3,neat
43.14257145056664,mean_fitness,2,3,neat
91.77237888630937,max_fitness,2,4,neat
54.84786747478454,mean_fitness,2,4,neat
92.57611947915372,max_fitness,2,5,neat
49.40364382584626,mean_fitness,2,5,neat
92.57611947915372,max_fitness,2,6,neat
56.366780540445596,mean_fitness,2,6,neat
92.57611947915372,max_fitness,2,7,neat
58.55206823088279,mean_fitness,2,7,neat
92.57611947915372,max_fitness,2,8,neat
63.92273552010496,mean_fitness,2,8,neat
92.57611947915372,max_fitness,2,9,neat
46.69406915680003,mean_fitness,2,9,neat
92.57611947915372,max_fitness,2,10,neat
60.705921730919435,mean_fitness,2,10,neat
92.57611947915372,max_fitness,2,11,neat
59.93847066481628,mean_fitness,2,11,neat
92.57611947915372,max_fitness,2,12,neat
69.28104315260232,mean_fitness,2,12,neat
92.57611947915372,max_fitness,2,13,neat
70.53281280274341,mean_fitness,2,13,neat
92.57611947915372,max_fitness,2,14,neat
62.91902656962106,mean_fitness,2,14,neat
92.57611947915372,max_fitness,2,15,neat
66.48138752391478,mean_fitness,2,15,neat
87.72700044143625,max_fitness,2,1,neat
1.6219328361676042,mean_fitness,2,1,neat
92.58272016318507,max_fitness,2,2,neat
29.20164302908241,mean_fitness,2,2,neat
92.58272016318507,max_fitness,2,3,neat
36.364492842521905,mean_fitness,2,3,neat
92.58272016318507,max_fitness,2,4,neat
48.588022300764514,mean_fitness,2,4,neat
92.58272016318507,max_fitness,2,5,neat
43.929585032664605,mean_fitness,2,5,neat
92.58272016318507,max_fitness,2,6,neat
34.93583654982409,mean_fitness,2,6,neat
92.58272016318507,max_fitness,2,7,neat
46.04495519256627,mean_fitness,2,7,neat
92.58272016318507,max_fitness,2,8,neat
28.018359652696905,mean_fitness,2,8,neat
92.58272016318507,max_fitness,2,9,neat
44.997810769706795,mean_fitness,2,9,neat
92.58272016318507,max_fitness,2,10,neat
47.79268751625865,mean_fitness,2,10,neat
92.58272016318507,max_fitness,2,11,neat
40.09400849776805,mean_fitness,2,11,neat
92.58272016318507,max_fitness,2,12,neat
26.750097506050196,mean_fitness,2,12,neat
92.58272016318507,max_fitness,2,13,neat
43.62298222502061,mean_fitness,2,13,neat
92.58272016318507,max_fitness,2,14,neat
46.460256667708414,mean_fitness,2,14,neat
92.58272016318507,max_fitness,2,15,neat
37.604109138048074,mean_fitness,2,15,neat
87.72700044143625,max_fitness,2,1,neat
2.9727672864807473,mean_fitness,2,1,neat
91.77237888630937,max_fitness,2,2,neat
38.854780563701375,mean_fitness,2,2,neat
91.77237888630937,max_fitness,2,3,neat
47.34737555655003,mean_fitness,2,3,neat
92.04704041507837,max_fitness,2,4,neat
41.67930087767788,mean_fitness,2,4,neat
92.04704041507837,max_fitness,2,5,neat
58.33503650911765,mean_fitness,2,5,neat
92.53703951986405,max_fitness,2,6,neat
60.73764103106261,mean_fitness,2,6,neat
92.53703951986405,max_fitness,2,7,neat
64.1467027592316,mean_fitness,2,7,neat
92.53703951986405,max_fitness,2,8,neat
51.976183169561885,mean_fitness,2,8,neat
92.53703951986405,max_fitness,2,9,neat
62.07262320920313,mean_fitness,2,9,neat
92.53703951986405,max_fitness,2,10,neat
44.85337097161242,mean_fitness,2,10,neat
92.53703951986405,max_fitness,2,11,neat
51.11341562051977,mean_fitness,2,11,neat
92.53703951986405,max_fitness,2,12,neat
51.49159266818447,mean_fitness,2,12,neat
92.53703951986405,max_fitness,2,13,neat
55.591632526383925,mean_fitness,2,13,neat
92.53703951986405,max_fitness,2,14,neat
34.089210509463605,mean_fitness,2,14,neat
92.57611947915372,max_fitness,2,15,neat
52.34858371580448,mean_fitness,2,15,neat
87.95014399275047,max_fitness,2,1,neat
6.263164589139769,mean_fitness,2,1,neat
91.77237888630937,max_fitness,2,2,neat
37.91489345661449,mean_fitness,2,2,neat
91.77237888630937,max_fitness,2,3,neat
22.707812518407987,mean_fitness,2,3,neat
91.77237888630937,max_fitness,2,4,neat
29.059572560672894,mean_fitness,2,4,neat
92.53703951986405,max_fitness,2,5,neat
36.73647928180693,mean_fitness,2,5,neat
92.53703951986405,max_fitness,2,6,neat
32.13467276274148,mean_fitness,2,6,neat
92.53703951986405,max_fitness,2,7,neat
35.18892760970287,mean_fitness,2,7,neat
92.53703951986405,max_fitness,2,8,neat
26.838293618094447,mean_fitness,2,8,neat
92.53703951986405,max_fitness,2,9,neat
33.109312384980896,mean_fitness,2,9,neat
92.53703951986405,max_fitness,2,10,neat
34.0562550861186,mean_fitness,2,10,neat
92.53703951986405,max_fitness,2,11,neat
32.03228404312953,mean_fitness,2,11,neat
92.53703951986405,max_fitness,2,12,neat
35.81010354576532,mean_fitness,2,12,neat
92.53703951986405,max_fitness,2,13,neat
29.85436059617935,mean_fitness,2,13,neat
92.53703951986405,max_fitness,2,14,neat
40.605152818632526,mean_fitness,2,14,neat
92.53703951986405,max_fitness,2,15,neat
30.435202468643705,mean_fitness,2,15,neat
21.93109579777977,max_fitness,3,1,neat
0.18566789343114004,mean_fitness,3,1,neat
30.956574883080755,max_fitness,3,2,neat
8.033089670127922,mean_fitness,3,2,neat
86.99140997390337,max_fitness,3,3,neat
11.39691409607545,mean_fitness,3,3,neat
86.99140997390337,max_fitness,3,4,neat
24.22731704802549,mean_fitness,3,4,neat
86.99140997390337,max_fitness,3,5,neat
23.464482720861245,mean_fitness,3,5,neat
86.99140997390337,max_fitness,3,6,neat
25.15226433410318,mean_fitness,3,6,neat
86.99140997390337,max_fitness,3,7,neat
24.757357983650827,mean_fitness,3,7,neat
86.99140997390337,max_fitness,3,8,neat
20.25989863668045,mean_fitness,3,8,neat
87.01173587691741,max_fitness,3,9,neat
33.85326553190193,mean_fitness,3,9,neat
87.01173587691741,max_fitness,3,10,neat
29.562172220021004,mean_fitness,3,10,neat
87.01173587691741,max_fitness,3,11,neat
28.571107856770148,mean_fitness,3,11,neat
87.19140997390338,max_fitness,3,12,neat
44.13789655669289,mean_fitness,3,12,neat
87.39140997390336,max_fitness,3,13,neat
39.19779368146435,mean_fitness,3,13,neat
87.39140997390336,max_fitness,3,14,neat
37.52271998985952,mean_fitness,3,14,neat
89.4137913760995,max_fitness,3,15,neat
32.47884797259005,mean_fitness,3,15,neat
57.17399989261955,max_fitness,3,1,neat
-0.8087844954123167,mean_fitness,3,1,neat
57.17399989261955,max_fitness,3,2,neat
8.703446805110428,mean_fitness,3,2,neat
57.17399989261955,max_fitness,3,3,neat
10.880688114264624,mean_fitness,3,3,neat
74.74233241211736,max_fitness,3,4,neat
16.057885048754045,mean_fitness,3,4,neat
74.85581436587435,max_fitness,3,5,neat
13.96522983983355,mean_fitness,3,5,neat
74.85581436587435,max_fitness,3,6,neat
32.25110626665706,mean_fitness,3,6,neat
74.85581436587435,max_fitness,3,7,neat
18.106729475219602,mean_fitness,3,7,neat
74.89075241723563,max_fitness,3,8,neat
22.459901272000952,mean_fitness,3,8,neat
